index,rest_name
6476,Grill Royale
6477,Haka House
6478,Bharkadevi Ice Cream
6479,Sitar Bar And Restaurant
6480,Bake Master
6481,Kattappa Biryani
6482,Hotel Silver Spoon
6483,Food Palette
6484,Hotel Sandesh
6485,Sam & Sam
6486,Hotel Swagat
6487,Nisarg Pure Veg
6488,Aashi's Gourmet
6489,Savera
6490,Della Fudge & Chikki Store
6491,Hotel Padmanabh Pure Veg
6492,Shivanand
6493,Bread Square
6494,Eat & Meet Cafe
6495,Aamrapali Inn
6496,Burger Point
6497,Rana - Family Resto Bar
6498,Hotel Nisarg Goodluck
6499,Swaadesi
6500,The IInd Innings
6501,The Momo Place
6502,Deepshree Snacks Corner
6503,Bajirao Saoji
6504,Rama's Kitchen
6505,Cafe Funtasty
6506,Hotel Rajmudra
6507,Budget Meals
6508,Cake Genie
6509,Employees Only After Office Club
6510,Chow Down
6511,The Betel Leaf
6512,Cafe Happie
6513,MK Snack Center
6514,Spice Guru
6515,Chinese House
6516,Varuna Swad Desi
6517,Cafe Hashtag
6518,Ozone
6519,Hotel Mahadev
6520,Avishkar Bar and Restaurant
6521,Hotel Green Hills
6522,Azu
6523,Hotel Meeting Point
6524,Creme De Fiesta
6525,The Vigour Kart
6526,Jalsa Family Garden Restaurant
6527,Mayur Family Restaurant & Bar
6528,Hotel Apsara - Babbi Da Dhaba
6529,Hotel Laxmi Pure Veg
6530,Hotel Annapoorna Pure Veg
6531,Chaat Express
6532,Rainbow Veg Treat
6533,Hotel Jagdamb
6534,Tastation Cafe
6535,Zingaat Misal
6536,Western Pride
6537,Torna
6538,Shiv Paratha House
6539,Special Biryani House
6540,Chhota Farooque Caterers
6541,Jambhale's Food Point
6542,Relish Restaurant
6543,Awesome Burger Kitchen
6544,Tipsy Horse
6545,The Creamery
6546,Grace Dining Hall
6547,Hotel Rajvardhan
6548,Cafe Coffeeholic
6549,Hotel Nanashree
6550,Gulmohar Family Garden Restaurant
6551,Krishna Bhel
6552,Chef's Kitchen
6553,Love Bites Cafe
6554,My Urja
6555,Swaraj
6556,Laxmi Restaurant
6557,Ronak
6558,Pooja Restaurant and Bar
6559,Chick Quick Bar & Restaurant
6560,New Naakhwa
6561,Mehfil Family Garden Restaurant
6562,Hotel Ushakiran
6563,Hotel Ushakiran
6564,Bharat Garden Restaurant
6565,NCR Restaurant
6566,Hotel Akshay Garden
6567,Hotel Aasra Biryani House
6568,Punjabi Dhaba
6569,Sai Datta - Sindhu Sagar
6570,Sai Viraj Garden
6571,Aishwarya
6572,Vrundavan's Angat Pangat
6573,MoMo Cafe - Courtyard By Marriott Pune Chakan
6574,Gokul Bhuvan
6575,Mamata Paratha House
6576,Khushi Tandoor and Biryani House
6577,Hotel Sandalwood Family Garden Restaurant
6578,Golden Gate
6579,Chopsticks
6580,Hotel Sagar
6581,Shaam Restaurant
6582,Shree Swami Samarth
6583,Urmi's
6584,Savali
6585,Neptune - Fortune Inn Exotica
6586,Charan Sweets
6587,Burgers & More
6588,Sai Hotel
6589,Sourabh
6590,Tandoori Tadka
6591,Nisarg
6592,Tarta - DoubleTree By Hilton Hotel
6593,Tarta - DoubleTree By Hilton Hotel
6594,Rangoli
6595,Jai Mata Di
6596,Chandraphool Garden
6597,Hotel Amruta
6598,JG Resto
6599,Yashwant Pure Veg
6600,Good Food's
6601,Jay Shree Executive
6602,Majestic Restaurant
6603,Hotel Mahesh
6604,Cafe Park
6605,Honey Restaurant
6606,Samrat Queen
6607,Hotel Trishna
6608,Samruddhi
6609,Naivedyam
6610,Fish Curry
6611,Shanti Swapakaghar
6612,Ashok Restaurant
6613,Abhiruchi
6614,Sneha
6615,Sai Leela
6616,Akash
6617,Janaki Family Restaurants
6618,Lounge 9
6619,Hong Kong
6620,Hotel Udupi Restaurant
6621,Grill n Chill
6622,Olympia Cafe
6623,Olympia Cafe
6624,Hotel Nisarg
6625,Hotel New Delhi Darbar
6626,Easy - Blue Diamond
6627,Navmi
6628,Opera
6629,Hotel Kiran
6630,Moti Mahal Express
6631,Galaxy - Orbett Hotel
6632,Kailas Restaurant
6633,Chandrama Restaurant & Bar
6634,Darya
6635,Rajmudra Restaurant & Bar
6636,Siddhanath
6637,Santosh Bhel
6638,Loyal's The Cake Shop
6639,Hydrabadi Special
6640,Ajay Dhaba
6641,Vakratund
6642,Geetanjali
6643,The Bridge - Tarawade Clarks Inn
6644,Ajantha
6645,Mrunal Pure Veg
6646,Little India
6647,Sankalp Resto & Bar
6648,Trimurti  Holiday Resort
6649,Shelar Bhajiwale
6650,Hotel Durva
6651,Hotel Tandoor Point
6652,Pathik
6653,Prashant Juice Centre
6654,The Szechuan Shack
6655,Aate Huye
6656,Vithal Kamat's
6657,Diamond Bar & Restro
6658,Cafe Chocolicious
6659,Biryani House
6660,Hotel Vaishnavi
6661,Gayatri Bhel
6662,Hotel Suryoday
6663,Hotel Anand Punjab
6664,Aangan
6665,Guru Krupa
6666,Atrium - Royal Orchid Golden Suites
6667,Picante Pure Veg
6668,Hotel Sai Shri
6669,My Goodness
6670,Asha  Restaurant
6671,Chocolate Story
6672,Hotel Rupa
6673,Suswad Biryani House
6674,Coastal Hut
6675,Aapal Shiwar
6676,Cafe Tornado
6677,Bakers Delight
6678,Hotel Durga
6679,Ocean's Paradise Veg/Non-Veg
6680,Shree Sai
6681,Raj Darbar
6682,Cafe Creamy Nuts
6683,Jay Ganesh Fastfood
6684,Samy's Hangout
6685,Eatology
6686,Sagars Kebab & Biryani Food Truck
6687,Apna Kitchen Tiffin Service
6688,6 Muffiins The Cake Shop
6689,Shazy's Kitchen
6690,Kabab Corner
6691,Gazi Veg Non Veg
6692,South Mouth
6693,Reddy's Family Restaurant
6694,Urrus Aassal Gavran Mejwani
6695,China World
6696,Foodiemans Cafe
6697,Burger Up!
6698,Foodiemans Cafe
6699,Burger Up!
6700,Cafe Delisumm
6701,New Refreshment House
6702,Aditya Juice Bar
6703,The Arthur's Tandoor's
6704,Damini Family Restaurant
6705,The Pasta House
6706,Raj Family Restaurant
6707,Shubham Coffee House
6708,Health On Wheels
6709,Shree Mauli Special
6710,PDS Thali
6711,Kolkata Rolls
6712,Hotel Jay Malhar
6713,Anna Wadapav
6714,Kebab Thikana
6715,Le Coffee House
6716,Maharaja Family Restaurant
6717,The Quick Wok
6718,Kekiz The Cake Shop
6719,Hayat
6720,Un Poco Loco
6721,Nims Cake & Craft
6722,Noods
6723,Platter 2 Plate
6724,The Egg Junction
6725,Madhav Veg Non-veg
6726,Jai Ganesh Dosa Centre
6727,Jai Ganesh Dosa Centre
6728,Big Brother's Biryani
6729,Euphoria Grill
6730,Siddhi
6731,Hotel Milan
6732,BowlSome
6733,Somu's Chai Cafe
6734,Cafe Tea Talkss
6735,Koffee Villa
6736,"Shawarma, Meals & More"
6737,Aufside @ Hotfut
6738,JuiceO'biz
6739,Good Food Katta And Bharati Maggi Corner
6740,2 Pegs Down - Picaddle Resort
6741,Hotel Rajgad
6742,Tasty Treats 24/7
6743,Manpasand Dal Pakwan
6744,Zillionth Bistro
6745,Krishna- The Veg Edge
6746,Maratha Biryaniz
6747,Grilled
6748,Emirates Cafe
6749,Roji Roti Mess
6750,Cafe 07
6751,Oh My Rolls
6752,Reddy & Reddy Hyderabad Biryani
6753,Smoking Burger and Fires
6754,Zakkas
6755,Aaswad Dhaba & Family Restaurant
6756,Aaswad Dhaba & Family Restaurant
6757,Egg Kulture
6758,Jagtap Sarkar Family Restaurant
6759,21 Shots
6760,Malabari Spice
6761,Hotel Rajashri Veg Non-Veg And Family Restaurant
6762,Laddro Cafe
6763,Toscano
6764,Olde Bailey's
6765,China Gate
6766,Cafe Boulevard
6767,Log House
6768,Hotel Satkar
6769,World's Best Breakfast
6770,Hotel Atithi Deo Bhav
6771,Surabhi
6772,Sanjog Pure Veg
6773,Cafe New Diamond
6774,Hotel Girija
6775,Hotel Rupali
6776,Hotel Shivratna
6777,Narmada Family Restaurant & Bar
6778,Hotel Siddhesh
6779,Royal Punjab
6780,Cafe Apollo
6781,Baker's Treat
6782,Ice Cream Delight
6783,Hotel Malwan Samudra
6784,Hotel Samruddhi
6785,Hotel Laxmi Family Restaurant
6786,Samruddhi
6787,Suruchi Restaurant
6788,Pranav Chinese Fast Food
6789,Puneri Garden & Restaurant
6790,Kancha Chinese Fast Food
6791,Sarovar
6792,Hong-Kong Noodle Company
6793,A Stteaming Mug
6794,The Walnut Sweets
6795,Sach Hospitality LLP
6796,Prakash Snacks Center
6797,Way Down South
6798,Pyaasa Point
6799,Natural Hotel
6800,Tarri Misal House
6801,Al - Afghan
6802,Hotel Mavla
6803,Crave Capital
6804,RK Vegetarians
6805,Singhgad Fruits
6806,Patil Biryani House
6807,Blu Nyl
6808,Sweet Chocolate Toast
6809,Shree Jodhpur Sweets
6810,Cake & Celebration
6811,Open Spicy
6812,Shaukeen Biryani & Rolls
6813,Aj's Kebab & Roll
6814,Fish Heaven
6815,Jassi Da Khana Khazana
6816,Misal Katta & Miatri Chaha
6817,Shivam Snacks Center
6818,Hotel Yashkaran
6819,Deepak Restaurant
6820,Hotel Wishwajeet Pure Veg
6821,Tapri Shapri
6822,Hotel Ratna
6823,AJ's Burger Express
6824,Sufia Biryani House
6825,Hotel Pangat
6826,Royal Hunger
6827,Paluskar Chicken 65 Centre
6828,KGN Caterers
6829,Hotel Mauli Veg and Non-Veg
6830,Saraswati New Chinese
6831,Krishna Pure Veg
6832,Lucky Banana
6833,Let's Eat
6834,Chinese
6835,Crimps
6836,Wanderlust Bistro
6837,Sheetal Restaurant
6838,Italy Via Punjab
6839,Murlidhar Tea House & Pure Veg
6840,Gobbles Foods
6841,The Breakfast Story
6842,Narmada Dining Hall
6843,Rolf- Roar of Fearless Lion
6844,Shasya
6845,Hungrezy
6846,The Butter Garage Company
6847,Mini Dabba
6848,Swad Marathi
6849,Dwar Cafe
6850,Kailash Dairy & Snacks Center
6851,Hungry Hobbit Food Hub
6852,Sonchafa-Home Made Food For You
6853,Truly Homely
6854,A.S. Chinese
6855,RKD's Meaty Treat
6856,South Corner
6857,Hotel Blue Lotus
6858,Punjabi Dhaba
6859,Akshay Meal
6860,Malhar Restaurants
6861,Corner Wada Pav Centre
6862,Famous Of Patna Litti Chokha
6863,Bangalore Iyangar Bakery
6864,Swaraj Food House
6865,Yashada Faimly Restaurant
6866,Om Sai Datta Snacks Center
6867,Aware Food Corner
6868,Cafe Divine
6869,Subcurry
6870,7 Heaven Snacks Center
6871,Siddhivinayak Special Indori Poha Centre
6872,Cafe 9
6873,Fresh Fit
6874,Sindhuratna
6875,Hotel Red & Green
6876,Sarvesh Snacks Center
6877,Royal Bistro
6878,Dyan's Cafe
6879,Misal Villa
6880,Juicy Steaks And Grills
6881,Aman Biryani
6882,The Mafia Kitchen
6883,Cafe Delight
6884,Dosa King
6885,3Z food factory
6886,Patlacha Chaha
6887,Zaika-E-Hyderabad
6888,Shree Morya Hotel
6889,Sushi Xpress by The Bento Company
6890,Just Momos
6891,Sahil Family Resturant
6892,Mughal's
6893,Hotel New Akash
6894,Aasara Bhel
6895,Koyla Dum Biryani
6896,Swad E Hyderabadi
6897,Tasmiya Kitchen
6898,Rayat Khanawal Veg- Non Veg
6899,Cafe Bombay BSC
6900,Balle Balle
6901,Cafe Delicious
6902,VT Eats
6903,Cafe B'Live
6904,Jay Matadi Snacks Center
6905,Hinglish Cafe
6906,Annapurna Foods And Snacks
6907,Parathe Wala
6908,Sai’s Cake & Shake
6909,Shokeen Burger
6910,Hotel Shree  Veg - Nonveg
6911,Dilbahar Snacks
6912,Sugate's Kolhapuri Kitchen
6913,Biryani House Chinese & Burger
6914,Wingz
6915,KNS
6916,Dwarka Ice Cream Parlor & Snacks
6917,Tiffon Veg Non Veg
6918,Krusty Bites
6919,Hotel Rayat
6920,Noodle House
6921,Zaika Chai
6922,Arabian Hot N Spicy
6923,Hotel Rudra
6924,Biryani Lovers
6925,Miya Murg
6926,Shawarma Hut
6927,Surya Pure Veg
6928,Heena Fast Food And Veg Nonveg
6929,Dakshin Dosa
6930,Top Hat
6931,Tasty Gem
6932,La Pastel - The Cake Shop
6933,Uncle Kitchen
6934,Cafe Carnival
6935,Mount View Restaurant
6936,Siddhivinayak Wada Pav
6937,Number 1 Chinese And Biryani
6938,French Roll
6939,Dogin Bun
6940,SJ Dum Biryani
6941,Delhi Tadka
6942,Sai Snacks - Sai Loni Dosa
6943,Roll Kings
6944,Quality Chinese
6945,Cafe One Life
6946,Swati Food Point
6947,Urban Bites
6948,Hotel Shashwat
6949,Hotel Maratha Samrath
6950,WOW! Parathas
6951,Bismillah Restaurant
6952,Alishah's Biryani And Kebabs
6953,Veg Tiffin Box
6954,Burger Eats
6955,Food Hub
6956,Pan Nagri
6957,Roll King
6958,Dhanshree Food Plaza
6959,Annapurna Snacks & Cold Drinks
6960,Barbeque n Biryanis
6961,Khana Khajana
6962,Hotel Kinara
6963,Let's Roll
6964,Warsi KGN Caterers
6965,Beijing Chinese
6966,Sadanand Pure Veg
6967,Riyas Chinese Tandoor Biryani
6968,Cafe Kababking
6969,Nisarg Chinese & Fast Food
6970,Food Court
6971,Rashi Mess
6972,Dosa Man
6973,Wok King
6974,Food Hub Cafe And Restro
6975,Ghanshayam The Paratha House
6976,Taste Of Pune
6977,Osam Cafe And Snacks
6978,MH 12 Momos Junction
6979,Purohit Sweet Mart
6980,Indian Masala Magic
6981,Saffron Delights
6982,Roll & Paratha House
6983,The Asian Curry Pot
6984,Shreeji Ice Cream
6985,Balaji Bhel And Farsan
6986,Ellora Garden
6987,Shri Krishna Pure Veg
6988,Burger Up
6989,Boon Bay
6990,Aai Chi Poli
6991,Paratha
6992,Bowl De- Meals in Bowls
6993,Hotel Sahara
6994,Chat House
6995,Mirchi Mary
6996,Cake Connection
6997,Clover Sandwich And Pizza
6998,Durves CKP Kitchen
6999,Chota Bite
7000,Hideout
7001,Mummys Kitchan
7002,Schin Chan Chinese
7003,Cake Paradise
7004,Mumbai Seekh Paratha
7005,Roshni Chapati & Paratha House
7006,Narayani Home Kitchen
7007,Mini Indore
7008,Biryani House
7009,Just Cakes
7010,Raj Chinese House
7011,Pickle Takeaways
7012,Asia Seven
7013,Spice Of China Chinese
7014,Tiffins Homely Meals
7015,The Red Lion Hotel
7016,A1 Ketars And Biryani House
7017,Food Basket
7018,Hero Sandwiches
7019,Veg Momo Factory
7020,Momo House
7021,Rashee's Home Base Kitchen
7022,Saiba Khanwal
7023,Sugaran Bhojnalay
7024,Saffron
7025,Chaitanya Parathas
7026,The Matka Biryani
7027,Lord Of Combos
7028,Adraq
7029,Biteful Snacks Center
7030,Shivshahi Misal House
7031,Prashik Chaha
7032,Pizza Gully
7033,Cafe Kaz
7034,Indrayani Pure Veg Restaurant
7035,Torna Misal
7036,A S Pavbhaji Center and Restaurant
7037,Moms Magic Snacks And Foods
7038,Lee's Chinese
7039,Twelve 21
7040,Swagat Snacks Center
7041,Gavran Thali
7042,Cafe Weekend
7043,Meal Square
7044,Medina Biryani House
7045,Cake N Crunch
7046,SP Shawarma Point
7047,Har Roz Kebab
7048,Panku's Den Chinese Food
7049,Healthy Byte
7050,Adhira's Kitchen
7051,Lucifers Tavern
7052,Snappy Dragon
7053,Mithai World
7054,Multi Flavour Pani Puri
7055,Khamang Phodani
7056,Golden Chinese Center
7057,Cakes & Cookies
7058,DS Fast Food Online Kitchen
7059,Royal Biryani Zone
7060,Cake O'Clock by Garima
7061,Hotel Samrat
7062,Foodways
7063,The Biryani Life
7064,Santkrupa Tea And Snacks
7065,Juice Time
7066,Gavraan That
7067,Hotel Sri Sai
7068,Arihant dosa
7069,Tiffiny
7070,Hotel Ruchi
7071,Flavours Yummy Tasty
7072,Hotel Arvi
7073,The Juice King
7074,Hotel Jay Malhar
7075,A-1 Chinese ABK
7076,Indian Fresh Fruit Juice Centre
7077,Nashik Swad
7078,Hotel Samarth
7079,Hotel Aakash
7080,Radni's Restaurant
7081,Hotel Arohi
7082,Wongamat
7083,Cage A T K T
7084,Rutus Food Station
7085,A1 Famous Caterers
7086,Hotel Sarja Veg And Nonveg
7087,Wild Monk Speciality Kitchen + Bar
7088,Royal Chinese Center
7089,Capsicum Restaurant And Bar
7090,Prabhu Coffee Shop
7091,38 Carrot Cafe
7092,Kitchen Cornucopia
7093,Hotel Kokan Katta
7094,Shree Krishna Pure Veg
7095,Khichadi Da Dabba
7096,Sandwich Junction
7097,Hotel Mutton Bhakhari
7098,Varad Restaurant And Bar
7099,Shri Samarth Cafe
7100,Magic Moment Cafe
7101,Udipi Refreshment
7102,Super Star Biryani House and Caterer
7103,Cafe Millenials
7104,Hotel Chandralok
7105,Malvan Baithak
7106,Dakshin Davangiri Dosa
7107,UniKco Resto & Lounge
7108,Frinza Cake
7109,Mast Cafe & Biryani
7110,Hotel Jagdamba
7111,Hotel De Dhakka
7112,Tourist Restaurant
7113,Kafe Milano
7114,Destine Cafe
7115,Hotel Sugran
7116,Hotel Jai Bhawani
7117,Honey Cake & Cream
7118,800 Momos
7119,Sujata Chapati Kendra
7120,Cafe Kharadi
7121,Saar Chat House
7122,Hotel Classic Food
7123,Sharada Gajanan Snacks Centre
7124,Tirupati Snacks Centre
7125,The Cheers Lounge
7126,Cafe Two Nine
7127,Hot Press Sandwiches
7128,Aradhya Family Restaurant
7129,Cafe Hashtag Three
7130,JK's Food Hub
7131,Shahi Cafe
7132,Hotel Ranwara
7133,The Daily Baker Cakes & Ice Cream
7134,Datta Bhel
7135,The Daily-Cious Diet
7136,Egg Planet
7137,Friends Bake House
7138,Hotel Testy Street Veg And Non veg
7139,eat HEALTHY
7140,Mauli Dhapate House
7141,Zingaat Misal
7142,Baker's Magic
7143,Ocean's 11
7144,RS 16
7145,Eboos Cafe And Restaurant
7146,Cafe One On One
7147,WOCA
7148,Shahi Taste of Hyderabad
7149,Pratik Hotel
7150,Radhika - Nawabi Kolkata
7151,King's Chinese Center
7152,Nagpur's Kitchen
7153,My Cafe
7154,Om Sai Fast Food
7155,Tasty Spoon
7156,Hungers Choice
7157,Juicebox
7158,Aanandam Cafe & Snacks
7159,Kekurmmm Dosa & Snacks Station
7160,Neel Dining hall
7161,Mankudam
7162,Sher-E-The Punjaaab
7163,Pune Street Food
7164,Hotel Annapurna
7165,Krushnai snacks
7166,Dive in Dine
7167,Kavya's Cakes
7168,Sai Fast Food
7169,Jai Malhar
7170,North Indian Kitchen
7171,A-1 Pani Puri
7172,China Tour
7173,Khaddo
7174,Much Food
7175,Foodobsession
7176,Chinese Cuisine
7177,Cream Story
7178,Hotel Kohinoor
7179,Little Urban
7180,SAMARTH Panipuri And Bhel
7181,Akshada Garden Restaurant  Bar
7182,Pokket Cafe
7183,Rajmandir Ice cream
7184,Veggie Delight
7185,KP's Pizza
7186,Cafe Durga
7187,Kenara
7188,Coconut Kitchen
7189,The Dessert House Pune
7190,The Spice
7191,Bombay Frankz
7192,Indore LIG Maggi & Pasta
7193,9to3
7194,Samruddhi Special Misal
7195,Aroma
7196,foodies24
7197,Samarth Panipuri
7198,T. K.S Coastal Flavour
7199,Hotel Mahesh Bhuwan
7200,Indian Biryani House
7201,Bheja Fry
7202,Punjabi Kitchen
7203,The South Coast
7204,Nukad Kulfi And Ice Cream
7205,Masvadi Tadka
7206,Shree Laxmi Venkatesh Snacks Center
7207,Frenzy Gourmet
7208,My Urja
7209,Shantai Zunka Bhakar Kendra
7210,MadCoco Desserts
7211,Food Hub
7212,Paape Di Rasoi
7213,Maniyar Cafe
7214,Satguru Snacks
7215,Hotel Shamraja
7216,Vidnya Cafeteria
7217,Peshawar Biryanis
7218,Kanak Veg Non Veg
7219,Ocean's Bite
7220,Healthy Pressed
7221,Ac Aarav chinese
7222,Yes Biryani
7223,Biryani House
7224,The Sub Nation
7225,A1 Foods
7226,Tandoor Capital
7227,Sonvi's  Kitchen
7228,Wings Mama
7229,Pablo's Cafe
7230,South Affairs
7231,Goa Sea Food
7232,Maharashtra Hotel
7233,Swarajya Hotel
7234,Hotel Advika
7235,Delhi Ki Paratha Gali
7236,The Sunshine Cafe
7237,Puneri Vada
7238,Misal Katta
7239,Sudama Juice Bar
7240,Foodies Corner
7241,Cafe Hibiscus
7242,Egg Sutra
7243,Way Down Shawarma
7244,China Hurt
7245,Free Rolls
7246,Shake It
7247,Beyond Temptation
7248,Madhuban Pure Veg
7249,Food Esquare
7250,Quick Byte
7251,Hotel Madhuram
7252,Aangan Paan Shop
7253,Chai Pe Charcha
7254,Al Nawabi
7255,Cafe Pita Pan
7256,Maggi Weds Pasta
7257,Vankatesh Paratha Centre
7258,Nagpuri Malai Lassi And Falooda
7259,Dumfook
7260,Dawaat-E-Mughlai
7261,Hari Krishna Hotel
7262,Ayyush Kebab Factory
7263,Dessert Mania
7264,Midnight Kitchen
7265,Cafe Moonlight
7266,Turning Point
7267,Himalaya Chinese
7268,Shivneri Restaurant
7269,China Town Indo Chinese Restaurant
7270,Foodeez Cafe & Restaurant
7271,Oye Food Truck
7272,Coffee Hub
7273,Cake Forest
7274,Imperial Caterer's
7275,Royal Food Court
7276,Shree Snacks & Lunch Home
7277,Bun Express
7278,Spices
7279,Hotel Annas
7280,CA Biryani House
7281,Al-Faaz Rolls And Cafe
7282,GoatZilla
7283,Papabubble
7284,Sky House
7285,Gurukrupa Hotel
7286,DK Biryani and Tandoor Center
7287,Foodoz
7288,Gavthi Dhaba
7289,Hotel Maharaja
7290,Out Of My Kitchen
7291,Hotel Rajyog
7292,Spice Guru
7293,Hotel Vikram Misal
7294,Trupti Bhojnalaya
7295,SA Dum Biryani & Mutton Bhakri House
7296,Crunchy Bite
7297,Babji Kitchen
7298,Chaat Mania
7299,Sahyadri Delight Food
7300,The Juice Junction
7301,Home Cakes
7302,RK Snacks And Fastfood
7303,Shree Ganesh Dining Hall
7304,Hotel Lazeez
7305,Apyayan E Aswadan
7306,The Chinese House
7307,Anu's Chinese Centre
7308,Chaiwale.Com
7309,The Delivery Xpress
7310,Om Sai Mastani House
7311,Nisarga Veg - Non Veg
7312,Brick Lane Bakery & Patisserie
7313,Shreeji Ice-Cream Parlor
7314,Ronnie's Food Junction
7315,The Taste Of Malwa
7316,Maharaja Veg Non-Veg
7317,Hotel Parivar
7318,Swaraj Bhojanalay
7319,Feeding Fox
7320,Jagdamba Biryani House
7321,Shri Chintamani Snacks Center
7322,Aaichya Gaavat
7323,Balaji snacks centre Special Misal House
7324,Krishna Deshi Dhaba
7325,Gandharv Garden Restaurant & Bar
7326,Streets Of Indore
7327,David's South Inn
7328,Red Spice
7329,Cafe Royal Sip
7330,Shree Sai Food Center
7331,Sam's Cafe
7332,Ambika Bhel House & Ice Cream
7333,Taste Of Hyderabad
7334,PRO Diet Lifestyle
7335,Sagy's Healthy Bites
7336,It's Recess Time
7337,Karavali Sea Food Special
7338,Kamate Foods
7339,Zuni's Express
7340,NGP Express
7341,Cake Magic
7342,The Cake & Cream Factory
7343,KGN Sonu Chinese
7344,Yo Fro
7345,Kolkata Bites
7346,The AV Foodmall
7347,Delhi Swad
7348,Poona Hotel
7349,Kekiz The Cake Shop
7350,Anna's Kitchen
7351,Amul Ice Cream Parlour
7352,Shaukin's Shrimant
7353,V&V The Dosa-Paratha House
7354,The Chinese Hut
7355,Mr & Mrs Idly
7356,Hotel Shivneri
7357,The Sandwich Shop
7358,The Egg Cafe
7359,Mealwala.com
7360,Abha Nagpur Special
7361,Ayush Cafe
7362,Swagat - Irresistible Meals
7363,Baker's Zone
7364,Om Gurudev Bhelpuri Centre
7365,Sairat
7366,Rahat Kabab Corner
7367,Ganesh Bhel
7368,Hotel Natraj
7369,Candy Crush
7370,Chocorelics
7371,Darya restaurant
7372,Meal Me Up
7373,Srinoo's Restaurant
7374,Sai Ram Tea Stall
7375,Tiranga Juice Shakes & Ice Creams
7376,Tarang Biriyani House
7377,Anannya Biryani
7378,Hotel Audumber Pure Veg Family Restarant
7379,Hakka Ville
7380,Pizza Town
7381,Super Sambar Express
7382,Burger Canteen
7383,Chicken Adda
7384,Cafe Diamond King
7385,Roohish Tiffin And Caterers
7386,Prabhat Katta
7387,J K Delicacies
7388,Food Darbar
7389,Chavda Fast Food
7390,Hungry Puppet
7391,Cafe Blitz
7392,Foodsta Choice Of Hunger
7393,K.K. Snacks & Paratha
7394,Saksham Dragon Chinese
7395,The Protein King
7396,Sonai Navratna Veg
7397,Sai Food Corner
7398,Laziz A Hyderabad
7399,Dawat A Hyderabad
7400,Kavezo
7401,Ya Garib Nawaz Dum Biryani House
7402,Swad Indori Chat
7403,Cheese & Grill
7404,Hotel Maval Srushti
7405,Bismillah Caterers
7406,Cafe Up To U
7407,Chetty's Corner
7408,Al Zayaka Biryani House
7409,Mr. Shawarma Express
7410,S K Biryani House
7411,Tatya Misal House
7412,Bismillah Catering
7413,Khandeshi Swad
7414,Rizwan Caterers
7415,Mother's & Father's Kitchen
7416,MH12 Chatkaara
7417,Kapital Kitchen
7418,Eat Indian Company
7419,Hotel Nivant
7420,Hotel Singh And Ching
7421,Cake Trail
7422,JagDamb Fast Food & Chinese Centre
7423,Cream Corner Cake Shop
7424,Kulture
7425,Mg Biryani House And Snacks Center
7426,Mazzalo
7427,Puneri Chaha
7428,Burger4U
7429,Samrudhi Snacks & Dosa Center
7430,Chinese
7431,Taj Caterers
7432,Brussels Waffle & Cafe
7433,Biryani Cafe
7434,Shree Hospitality Services
7435,Hotel Annapurna Mutton Khanawal
7436,Samosa Zone
7437,Seven 11 Irani Cafe
7438,Late Night Chinese
7439,Jack N Lerry
7440,Sing Ching Parathas
7441,Tasty Meal Junction
7442,Ali Bhopali
7443,The Soda Shop And Cafe
7444,Bun Wich
7445,Hotel Anuradha And Snacks Centre
7446,Crabza
7447,Thawal Food
7448,Kavaya Foods
7449,Jiffy By Grillicious
7450,Eternity Foods
7451,Golden Chinese And Momos
7452,Ocean Grilled
7453,Hotel Dakshinatya
7454,Ambe Snacks Center
7455,Tadka Gully
7456,Hotel Annapurna Mutton Khanawal
7457,Tasty Dots Kitchen
7458,Bombay Special Pavbhaji
7459,Daily Bhojan
7460,Snack Shack Sandwich
7461,Hotel C . Com
7462,Dine at Home
7463,Beyond Temptation
7464,Truffle Waffle
7465,Kabab Corner
7466,Matoshree Hotel
7467,Hotel Rajeshree
7468,North And South Station
7469,Wah Punjab
7470,Roll Baby Roll
7471,Nurani Caterers
7472,Burg Pav
7473,Momo Mania
7474,Hotel Sheetal Family Restaurant And Bar
7475,Khichadi Pandit
7476,Sanvi Restaurant
7477,Janak
7478,Shreya Snacks Centre
7479,Mo Combo
7480,Hotel Rajgad
7481,Shivam Misal House
7482,Shawarmawala
7483,Jai Shri Ram Snacks Center
7484,S H Biryani
7485,Chinese Taste
7486,Creamson Cakes
7487,Meal At 49 To 199
7488,Tarshish Shawarmas & Kebabs
7489,Hungry Street
7490,Shri Sai Hotel
7491,Bakers Nest
7492,Harpale Misal House
7493,Cafe Happifeast
7494,Shri Swami Samarth Snacks And Bhojanalaya
7495,China Street
7496,Gujarat Foods Ice World
7497,Hayat Express
7498,Punjabi Rajwada
7499,Labbaik Biryani House
7500,Shree Snacks Center
7501,Eggie's
7502,Napoli Pizzaria
7503,The Shawarma Treat
7504,Hotel Chilapi
7505,The Burger House And South Hut
7506,Chocolate Biclate Cake Shop
7507,Strictly Non Veg
7508,Vidharbha Katta
7509,Cafe TSP
7510,Idli Stop
7511,Chimney's
7512,Twizito
7513,Mintulsi The Thali
7514,Hotel Shaambhhavii
7515,New Hotel Matoshree
7516,Friend's Katta
7517,The Biryani Junction
7518,Navratna Restaurant & Bar
7519,Hotel Ratna Regency
7520,New Biryani House
7521,Hotel Rajyog
7522,The Soul Bowl - Health Food Kitchen
7523,Pathyam Ayurvedic Restaurant
7524,Hang On Canteen
